,Incident No.,View,Unit,Zone,Function,Category,Incident Nature,Incident Type,Description,Incident Date,Reporting Date,Status,Debit Note Status
12149,12149,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-26 00:00:00,2014-04-26,Not Approved,
12150,12150,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-23 00:00:00,2014-04-23,Not Approved,
12151,12151,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-23 00:00:00,2014-04-23,Not Approved,
12152,12152,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-22 00:00:00,2014-04-22,Approved By Site Head,
12153,12153,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-22 00:00:00,2014-04-22,Not Approved,
12154,12154,FAR,DTA,B-Zone,Physical Security,Others,IR issue,,,2014-04-21 00:00:00,2014-04-21,Not Approved,
12155,12155,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-04-21 00:00:00,2014-04-21,Not Approved,
12156,12156,FAR,PCG,SEZ PCG,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-04-20 00:00:00,2014-04-20,Not Approved,
12157,12157,FAR,PCG,,Physical Security,Security,Forceful entry,Reported,Forceful entryReported,2014-04-20 00:00:00,2014-04-20,Not Approved,
12158,12158,FAR,SEZ,Material Zone,Traffic,Traffic incident,Near miss,,,2014-04-19 00:00:00,2014-04-19,Approved By Site Head,
12159,12159,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-18 00:00:00,2014-04-18,Not Approved,
12160,12160,FAR,SEZ,Material Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-04-18 00:00:00,2014-04-18,Approved By Site Head,
12161,12161,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-04-18 00:00:00,2014-04-18,Not Approved,
12162,12162,FAR,DTA,C-Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-04-17 00:00:00,2014-04-17,Approved By Site Head,
12163,12163,FAR,PCG,DTA PCG,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-04-17 00:00:00,2014-04-17,Approved By Zone IC,
12164,12164,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-17 00:00:00,2014-04-18,Not Approved,
12165,12165,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-04-17 00:00:00,2014-04-17,Approved By Site Head,
12166,12166,FAR,DTA,A-Zone,Physical Security,Others,IR issue,Others,IR issueOthers,2014-04-17 00:00:00,2014-04-17,Not Approved,
12167,12167,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-16 00:00:00,2014-04-16,Not Approved,
12168,12168,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Natural Calamity,Emergency responseNatural Calamity,2014-04-16 00:00:00,2014-04-16,Not Approved,
12169,12169,FAR,DTA,C-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-04-15 00:00:00,2014-04-15,Approved By Site Head,
12170,12170,FAR,PCG,SEZ PCG,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-04-15 00:00:00,2014-04-15,Not Approved,
12171,12171,FAR,DTA,C-Zone,Traffic,Traffic incident,Near miss,,,2014-04-15 00:00:00,2014-04-15,Approved By Site Head,
12172,12172,FAR,PCG,,Physical Security,Others,IR issue,Others,IR issueOthers,2014-04-14 00:00:00,2014-04-14,Not Approved,
12173,12173,FAR,PCG,SEZ PCG,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-04-14 00:00:00,2014-04-14,Not Approved,
12174,12174,FAR,PCG,,Physical Security,Others,IR issue,Others,IR issueOthers,2014-04-14 00:00:00,2014-04-14,Not Approved,
12175,12175,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-04-13 00:00:00,2014-04-13,Not Approved,
12176,12176,FAR,SEZ,Material Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-04-12 00:00:00,2014-04-12,Approved By Site Head,
12177,12177,FAR,SEZ,Material Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-04-12 00:00:00,2014-04-12,Approved By Site Head,
12178,12178,FAR,PCG,,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-04-12 00:00:00,2014-04-12,Not Approved,
12179,12179,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-04-12 00:00:00,2014-04-12,Not Approved,
12180,12180,FAR,PCG,,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-04-12 00:00:00,2014-04-12,Not Approved,
12181,12181,FAR,SEZ,Material Zone,Physical Security,Security,Pilferage,Solid Material,PilferageSolid Material,2014-04-12 00:00:00,2014-04-12,Approved By Site Head,
12182,12182,FAR,DTA,Reliance Green,Physical Security,Others,Emergency response,Natural Calamity,Emergency responseNatural Calamity,2014-04-11 00:00:00,2014-04-11,Approved By Zone IC,
12183,12183,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-11 00:00:00,2014-04-11,Not Approved,
12184,12184,FAR,MTF,MTF OSBL,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-04-11 00:00:00,2014-04-11,Approved By Site Head,
12185,12185,FAR,PCG,,Traffic,Traffic incident,Near miss,,,2014-04-11 00:00:00,2014-04-11,Not Approved,
12186,12186,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-04-10 00:00:00,2014-04-10,Not Approved,
12187,12187,FAR,DTA,B-Zone,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-04-10 00:00:00,2014-04-10,Not Approved,
12188,12188,FAR,DTA,C-Zone,Physical Security,Security,Pilferage,Solid Material,PilferageSolid Material,2014-04-10 00:00:00,2014-04-10,Approved By Site Head,
12189,12189,FAR,PCG,,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-04-09 00:00:00,2014-04-09,Not Approved,
12190,12190,FAR,SEZ,D Zone,Physical Security,Security,Access control related,Intrusion,Access control relatedIntrusion,2014-04-08 00:00:00,2014-04-08,Approved By Site Head,
12191,12191,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-04-08 00:00:00,2014-04-08,Not Approved,
12192,12192,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-07 00:00:00,2014-04-07,Approved By Site Head,
12193,12193,FAR,SEZ,Material Zone,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-04-06 00:00:00,2014-04-06,Approved By Site Head,
12194,12194,FAR,Off Site,Off Site,Physical Security,Security,Theft,Reported,TheftReported,2014-04-06 00:00:00,2014-04-06,Not Approved,
12195,12195,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-06 00:00:00,2014-04-06,Approved By Zone IC,
12196,12196,FAR,DTA,Reliance Green,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-04-04 00:00:00,2014-04-04,Approved By Zone IC,
12197,12197,FAR,DTA,B-Zone,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-04 00:00:00,2014-04-04,Not Approved,
12198,12198,FAR,DTA,Reliance Green,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-04-04 00:00:00,2014-04-04,Approved By Zone IC,
12199,12199,FAR,DTA,Reliance Green,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-04-04 00:00:00,2014-04-04,Approved By Zone IC,
12200,12200,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-03 00:00:00,2014-04-03,Not Approved,
12201,12201,FAR,PCG,,Physical Security,Security,Impersonation,Forged VAP,ImpersonationForged VAP,2014-04-03 00:00:00,2014-04-03,Not Approved,
12202,12202,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-02 00:00:00,2014-04-02,Not Approved,
12203,12203,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-02 00:00:00,2014-04-02,Not Approved,
12204,12204,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-04-02 00:00:00,2014-04-02,Not Approved,
12205,12205,FAR,PCG,DTA PCG,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-04-02 00:00:00,2014-04-02,Approved By Zone IC,
12206,12206,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-04-02 00:00:00,2014-04-02,Not Approved,
12207,12207,FAR,PCG,,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-04-01 00:00:00,2014-04-01,Not Approved,
12208,12208,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,LTC,Worksite accidentsLTC,2014-04-01 00:00:00,2014-04-01,Not Approved,
12209,12209,FAR,PCG,,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-04-01 00:00:00,2014-04-01,Not Approved,
12210,12210,FAR,DTA,B-Zone,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-04-01 00:00:00,2014-04-01,Not Approved,
12211,12211,FAR,DTA,A-Zone,Traffic,Traffic incident,Damaging property,,,2014-04-01 00:00:00,2014-04-01,Not Approved,
12212,12212,FAR,DTA,Reliance Green,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-03-31 00:00:00,2014-03-31,Approved By Zone IC,
12213,12213,FAR,DTA,C-Zone,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-03-31 00:00:00,2014-03-31,Approved By Site Head,
12214,12214,FAR,DTA,Reliance Green,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-31 00:00:00,2014-03-31,Approved By Zone IC,
12215,12215,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-30 00:00:00,2014-03-30,Not Approved,
12216,12216,FAR,SEZ,Z-RTF,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-03-29 00:00:00,2014-03-29,Approved By Site Head,
12217,12217,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-29 00:00:00,2014-03-29,Approved By Site Head,
12218,12218,FAR,SEZ,D Zone,Physical Security,Others,IR issue,,,2014-03-29 00:00:00,2014-03-29,Approved By Site Head,
12219,12219,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-28 00:00:00,2014-03-28,Not Approved,
12220,12220,FAR,PCG,DTA PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-28 00:00:00,2014-03-28,Approved By Zone IC,
12221,12221,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-28 00:00:00,2014-03-28,Not Approved,
12222,12222,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-28 00:00:00,2014-03-28,Not Approved,
12223,12223,FAR,PCG,SEZ PCG,Physical Security,Others,IR issue,Others,IR issueOthers,2014-03-28 00:00:00,2014-03-28,Not Approved,
12224,12224,FAR,SEZ,D Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-03-28 00:00:00,2014-03-28,Approved By Site Head,
12225,12225,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-03-27 00:00:00,2014-03-27,Not Approved,
12226,12226,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-03-27 00:00:00,2014-03-27,Not Approved,
12227,12227,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-27 00:00:00,2014-03-27,Not Approved,
12228,12228,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-27 00:00:00,2014-03-27,Not Approved,
12229,12229,FAR,SEZ,Z-RTF,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-03-26 00:00:00,2014-03-26,Approved By Site Head,
12230,12230,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-26 00:00:00,2014-03-26,Not Approved,
12231,12231,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-26 00:00:00,2014-03-26,Not Approved,
12232,12232,FAR,SEZ,Z-RTF,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-03-26 00:00:00,2014-03-26,Approved By Site Head,
12233,12233,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-25 00:00:00,2014-03-25,Approved By Site Head,
12234,12234,FAR,SEZ,Z-RTF,Physical Security,Others,IR issue,,,2014-03-25 00:00:00,2014-03-25,Approved By Site Head,
12235,12235,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-03-25 00:00:00,2014-03-25,Not Approved,
12236,12236,FAR,DTA,B-Zone,Physical Security,Others,IR issue,,,2014-03-25 00:00:00,2014-03-25,Not Approved,
12237,12237,FAR,DTA,C-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-25 00:00:00,2014-03-25,Approved By Site Head,
12238,12238,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-25 00:00:00,2014-03-25,Not Approved,
12239,12239,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-25 00:00:00,2014-03-25,Not Approved,
12240,12240,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-25 00:00:00,2014-03-25,Not Approved,
12241,12241,FAR,PCG,SEZ PCG,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-25 00:00:00,2014-03-25,Not Approved,
12242,12242,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-23 00:00:00,2014-03-23,Not Approved,
12243,12243,FAR,PCG,,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-03-23 00:00:00,2014-03-23,Not Approved,
12244,12244,FAR,SEZ,Material Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-23 00:00:00,2014-03-23,Approved By Site Head,
12245,12245,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-23 00:00:00,2014-03-23,Not Approved,
12246,12246,FAR,PCG,DTA PCG,Traffic,Traffic incident,Near miss,,,2014-03-22 00:00:00,2014-03-22,Approved By Zone IC,
12247,12247,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-22 00:00:00,2014-03-22,Not Approved,
12248,12248,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-03-22 00:00:00,2014-03-22,Not Approved,
12249,12249,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-21 00:00:00,2014-03-21,Approved By Site Head,
12250,12250,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-20 00:00:00,2014-03-20,Not Approved,
12251,12251,FAR,SEZ,D Zone,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-03-19 00:00:00,2014-03-19,Approved By Site Head,
12252,12252,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-19 00:00:00,2014-03-19,Not Approved,
12253,12253,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-03-19 00:00:00,2014-03-19,Not Approved,
12254,12254,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-18 00:00:00,2014-03-18,Not Approved,
12255,12255,FAR,SEZ,D Zone,Traffic,Traffic incident,Damaging property,,,2014-03-17 00:00:00,2014-03-17,Approved By Site Head,
12256,12256,FAR,SEZ,Material Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-03-16 00:00:00,2014-03-16,Approved By Site Head,
12257,12257,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-15 00:00:00,2014-03-15,Not Approved,
12258,12258,FAR,Off Site,Off Site,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-15 00:00:00,2014-03-15,Not Approved,
12259,12259,FAR,MTF,MTF OSBL,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-03-14 00:00:00,2014-03-14,Approved By Site Head,
12260,12260,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-14 00:00:00,2014-03-14,Not Approved,
12261,12261,FAR,DTA,B-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-14 00:00:00,2014-03-14,Not Approved,
12262,12262,FAR,SEZ,Material Zone,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-03-11 00:00:00,2014-03-11,Approved By Site Head,
12263,12263,FAR,DTA,B-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-03-11 00:00:00,2014-03-11,Not Approved,
12264,12264,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-11 00:00:00,2014-03-11,Not Approved,
12265,12265,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-10 00:00:00,2014-03-10,Not Approved,
12266,12266,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-03-10 00:00:00,2014-03-10,Not Approved,
12267,12267,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-03-10 00:00:00,2014-03-10,Not Approved,
12268,12268,FAR,SEZ,Z-RTF,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-03-10 00:00:00,2014-03-10,Approved By Site Head,
12269,12269,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-03-09 00:00:00,2014-03-09,Not Approved,
12270,12270,FAR,MTF,MTF OSBL,Physical Security,Others,IR issue,Scuffle,IR issueScuffle,2014-03-09 00:00:00,2014-03-09,Approved By Site Head,
12271,12271,FAR,PCG,,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-03-09 00:00:00,2014-03-09,Not Approved,
12272,12272,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-09 00:00:00,2014-03-09,Not Approved,
12273,12273,FAR,SEZ,Material Zone,Physical Security,Security,Forceful entry,Reported,Forceful entryReported,2014-03-08 00:00:00,2014-03-08,Approved By Site Head,
12274,12274,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-08 00:00:00,2014-03-09,Not Approved,
12275,12275,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-03-07 00:00:00,2014-03-07,Approved By Site Head,
12276,12276,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-06 00:00:00,2014-03-06,Not Approved,
12277,12277,FAR,MTF,MTF ISBL,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-06 00:00:00,2014-03-06,Approved By Site Head,
12278,12278,FAR,PCG,,Physical Security,Others,IR issue,,,2014-03-05 00:00:00,2014-03-05,Not Approved,
12279,12279,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-04 00:00:00,2014-03-06,Not Approved,
12280,12280,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-03 00:00:00,2014-03-03,Not Approved,
12281,12281,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-03-03 00:00:00,2014-03-03,Not Approved,
12282,12282,FAR,SEZ,D Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-03-02 00:00:00,2014-03-02,Approved By Site Head,
12283,12283,FAR,Off Site,Off Site,Physical Security,Others,IR issue,Others,IR issueOthers,2014-03-02 00:00:00,2014-03-02,Not Approved,
12284,12284,FAR,DTA,A-Zone,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-03-02 00:00:00,2014-03-02,Not Approved,
12285,12285,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-02 00:00:00,2014-03-02,Not Approved,
12286,12286,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-03-02 00:00:00,2014-03-02,Not Approved,
12287,12287,FAR,DTA,A-Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-03-02 00:00:00,2014-03-02,Not Approved,
12288,12288,FAR,PCG,,Physical Security,Security,Alcohol,Consumption,AlcoholConsumption,2014-03-01 00:00:00,2014-03-01,Not Approved,
12289,12289,FAR,PCG,,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-03-01 00:00:00,2014-03-01,Not Approved,
12290,12290,FAR,SEZ,Material Zone,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-02-28 00:00:00,2014-02-28,Approved By Site Head,
12291,12291,FAR,SEZ,D Zone,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-02-28 00:00:00,2014-02-28,Approved By Site Head,
12292,12292,FAR,SEZ,D Zone,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-02-28 00:00:00,2014-02-28,Approved By Site Head,
12293,12293,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-02-27 00:00:00,2014-02-27,Not Approved,
12294,12294,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-02-27 00:00:00,2014-02-27,Not Approved,
12295,12295,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-27 00:00:00,2014-02-27,Not Approved,
12296,12296,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-02-27 00:00:00,2014-02-27,Not Approved,
12297,12297,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Leakage / Spillage,Emergency responseLeakage / Spillage,2014-02-27 00:00:00,2014-02-27,Not Approved,
12298,12298,FAR,DTA,A-Zone,Physical Security,Security,Mock Drill,Plant Mock Drill - Level 1,Mock DrillPlant Mock Drill - Level 1,2014-02-27 00:00:00,2014-02-27,Not Approved,
12299,12299,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-02-26 00:00:00,2014-02-26,Not Approved,
12300,12300,FAR,SEZ,Z-RTF,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-02-26 00:00:00,2014-02-26,Approved By Site Head,
12301,12301,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-26 00:00:00,2014-02-26,Not Approved,
12302,12302,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-02-25 00:00:00,2014-02-25,Approved By Site Head,
12303,12303,FAR,PCG,,Physical Security,Security,Theft,Prevented / Foiled / Thwarted,TheftPrevented / Foiled / Thwarted,2014-02-25 00:00:00,2014-02-25,Not Approved,
12304,12304,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-02-25 00:00:00,2014-02-25,Not Approved,
12305,12305,FAR,DTA,A-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-24 00:00:00,2014-02-24,Not Approved,
12306,12306,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-24 00:00:00,2014-02-24,Not Approved,
12307,12307,FAR,DTA,B-Zone,Physical Security,Others,Emergency response,Fire,Emergency responseFire,2014-02-24 00:00:00,2014-02-24,Not Approved,
12308,12308,FAR,PCG,,Physical Security,Others,IR issue,,,2014-02-24 00:00:00,2014-02-24,Not Approved,
12309,12309,FAR,SEZ,Material Zone,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-02-23 00:00:00,2014-02-23,Approved By Site Head,
12310,12310,FAR,PCG,,Physical Security,Security,Theft,Attempt,TheftAttempt,2014-02-23 00:00:00,2014-02-23,Not Approved,
12311,12311,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-22 00:00:00,2014-02-22,Not Approved,
12312,12312,FAR,PCG,,Physical Security,Security,Impersonation,Forged EP,ImpersonationForged EP,2014-02-21 00:00:00,2014-02-21,Not Approved,
12313,12313,FAR,MTF,MTF OSBL,Physical Security,Security,Mock Drill,Security Mock Drill - Level 1,Mock DrillSecurity Mock Drill - Level 1,2014-02-20 00:00:00,2014-02-20,Approved By Site Head,
12314,12314,FAR,PCG,,Physical Security,Others,Worksite accidents,FAC,Worksite accidentsFAC,2014-02-20 00:00:00,2014-02-20,Not Approved,
12315,12315,FAR,PCG,,Physical Security,Others,Worksite accidents,MTC / RWC,Worksite accidentsMTC / RWC,2014-02-19 00:00:00,2014-02-20,Not Approved,
12316,12316,FAR,SEZ,Material Zone,Physical Security,Security,Damage to company property,Other than SAS,Damage to company propertyOther than SAS,2014-02-19 00:00:00,2014-02-19,Approved By Site Head,
12317,12317,FAR,SEZ,D Zone,Physical Security,Others,Worksite accidents,Injury (Unclassified),Worksite accidentsInjury (Unclassified),2014-02-19 00:00:00,2014-02-19,Approved By Site Head,
12318,12318,FAR,SEZ,Material Zone,Traffic,Traffic incident,Near miss,,,2014-02-19 00:00:00,2014-02-19,Approved By Site Head,
